dateStr,long,short,longNum,shortNum,pnl,turnover
20160105,344.25,-343.75,1376.0,1375.0,0.0018409952002369622,1.0
20160106,344.25,-343.75,1376.0,1375.0,0.005399684887435165,1.6317921151782302
20160107,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.002413927128978438,0.8813220027607452
20160108,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.007505629941550792,1.6924979478384972
20160111,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.0008340282897693601,0.9426936668792174
20160112,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.0016309399921280543,0.8797580530521467
20160113,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.005323530049056786,1.3289716808293375
20160114,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.004100831539642021,1.3229214352170842
20160115,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.003568426412764012,1.7279924528664798
20160118,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.004306522120680131,1.5954111499423944
20160119,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.004372307971643749,1.5580531827912827
20160120,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.0021456341423515203,0.5639564491712332
20160121,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.0002108213454997277,1.2569486942868295
20160122,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.005481262302325032,1.291654947703093
20160125,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.0017874666810333058,1.4115234134742747
20160126,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.00017835974483643852,1.2547330264988872
20160127,344.3750454050127,-343.8750454050127,1377.0,1376.0,-8.535005959302375e-05,1.2492456909144876
20160128,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.0013583249729538101,1.0622554186819002
20160129,344.3750454050127,-343.8750454050127,1377.0,1376.0,0.00099208945835891,1.0798872050245722
20160201,344.3750454050127,-343.8750454050127,1377.0,1376.0,-0.005765644611999644,1.6740677861865978
20160202,344.3750454050127,-343.8750454050127,1377.0,1376.0,-5.110878773403329e-05,1.3735081278808456
20160203,344.5,-344.0,1377.0,1376.0,-0.0068864268959843485,1.4030897688041073
20160204,344.5,-344.0,1377.0,1376.0,0.001641592677986685,0.7817046742371425
20160205,344.75,-344.25,1378.0,1377.0,0.0024810602904980026,0.9031879160430888
20160215,344.87504533913676,-344.37504533913676,1379.0,1378.0,0.007596779137319737,1.5489248749579194
20160216,345.0,-344.5,1379.0,1378.0,-0.0006117573794311316,1.6070067816240052
20160217,345.0,-344.5,1379.0,1378.0,-0.003376683518245771,0.7432378851679019
20160218,345.0,-344.5,1379.0,1378.0,0.0003809205982032828,0.8802270309361917
20160219,345.25,-344.75,1380.0,1379.0,0.0016887753694188132,1.365019245293997
20160222,345.25,-344.75,1380.0,1379.0,0.0010917796880403627,1.3956268264206693
